Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 25
0 , 0.000000 , 0.000000 , 0
1 , 73.000000 , 70.375000 , 0
2 , 58.000000 , 25.708334 , 0
3 , 42.000000 , 16.041666 , 0
4 , 15.000000 , 12.833333 , 0
5 , 38.000000 , 13.833333 , 0
6 , 38.000000 , 14.791667 , 0
7 , 49.000000 , 22.708334 , 0
8 , 49.000000 , 32.208332 , 0
9 , 48.000000 , 40.541668 , 0
10 , 33.000000 , 31.208334 , 0
11 , 8.000000 , 4.041667 , 0
12 , 5.000000 , 3.750000 , 0
13 , 49.000000 , 8.916667 , 0
14 , 8.000000 , 4.541667 , 0
15 , 73.000000 , 8.666667 , 0
16 , 17.000000 , 5.625000 , 0
17 , 12.000000 , 7.166667 , 0
18 , 15.000000 , 12.750000 , 0
19 , 14.000000 , 3.833333 , 0
20 , 34.000000 , 6.000000 , 0
21 , 10.000000 , 4.416667 , 0
22 , 33.000000 , 9.000000 , 0
23 , 14.000000 , 2.958333 , 0
24 , 24.000000 , 15.500000 , 0
25 , 16.000000 , 6.875000 , 0
26 , 13.000000 , 11.166667 , 0
27 , 5.000000 , 4.458333 , 0
28 , 8.000000 , 7.541667 , 0
29 , 2.000000 , 2.000000 , 0
30 , 5.000000 , 1.916667 , 0
31 , 8.000000 , 5.958333 , 0
32 , 55.000000 , 7.708333 , 0
33 , 3.000000 , 2.375000 , 0
34 , 4.000000 , 3.958333 , 0
35 , 1.000000 , 1.000000 , 0
36 , 89.000000 , 10.583333 , 0
37 , 7.000000 , 3.583333 , 0
38 , 9.000000 , 5.000000 , 0
39 , 6.000000 , 3.708333 , 0
40 , 3.000000 , 1.833333 , 0
41 , 14.000000 , 2.791667 , 0
42 , 15.000000 , 10.041667 , 0
43 , 23.000000 , 16.875000 , 0
44 , 9.000000 , 8.750000 , 0
45 , 4.000000 , 3.791667 , 0
46 , 6.000000 , 4.333333 , 0
47 , 8.000000 , 4.500000 , 0
48 , 15.000000 , 10.250000 , 0
49 , 7.000000 , 5.625000 , 0
50 , 7.000000 , 5.625000 , 0
51 , 3.000000 , 2.958333 , 0
52 , 5.000000 , 2.916667 , 0
53 , 5.000000 , 4.750000 , 0
54 , 2.000000 , 1.958333 , 0
55 , 4.000000 , 2.708333 , 0
56 , 17.000000 , 2.416667 , 0
57 , 21.000000 , 4.125000 , 0
58 , 18.000000 , 17.291666 , 0
59 , 1.000000 , 0.958333 , 0
60 , 30.000000 , 4.916667 , 0
61 , 27.000000 , 5.333333 , 0
62 , 16.000000 , 11.666667 , 0
63 , 11.000000 , 10.625000 , 0
64 , 2.000000 , 2.000000 , 0
65 , 6.000000 , 0.250000 , 0
66 , 2.000000 , 1.500000 , 0
67 , 41.000004 , 19.625002 , 0
68 , 45.999996 , 38.708332 , 0
69 , 30.000000 , 29.375000 , 0
70 , 4.000000 , 4.000000 , 0
71 , 10.000000 , 9.833333 , 0
72 , 1.000000 , 1.000000 , 0
73 , 4.000000 , 3.666667 , 0
74 , 6.000000 , 5.416667 , 0
75 , 19.000000 , 4.625000 , 0
76 , 28.000000 , 10.041667 , 0
77 , 31.000000 , 14.333333 , 0
78 , 28.000000 , 21.250000 , 0
79 , 5.000000 , 5.000000 , 0
80 , 3.000000 , 3.000000 , 0
81 , 0.000000 , 0.000000 , 0
82 , 5.000000 , 1.166667 , 0
83 , 12.000000 , 4.250000 , 0
84 , 12.000000 , 5.166667 , 0
85 , 9.000000 , 7.125000 , 0
86 , 7.000000 , 6.416667 , 0
87 , 8.000000 , 2.708333 , 0
88 , 4.000000 , 3.166667 , 0
89 , 5.000000 , 4.000000 , 0
90 , 4.000000 , 2.625000 , 0
91 , 4.000000 , 3.083333 , 0
92 , 4.000000 , 1.875000 , 0
93 , 3.000000 , 2.833333 , 0
94 , 3.000000 , 1.083333 , 0
95 , 2.000000 , 0.958333 , 0
96 , 2.000000 , 1.083333 , 0
97 , 42.000000 , 1.750000 , 0
98 , 3.000000 , 1.333333 , 0
99 , 5.000000 , 2.083333 , 0
