Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 49.292816 , 11.480509 , 0
2 , 65.648026 , 22.207355 , 0
3 , 69.343430 , 29.090521 , 0
4 , 75.755554 , 33.402557 , 0
5 , 79.665894 , 38.514366 , 0
6 , 83.045471 , 36.172035 , 0
7 , 88.658073 , 30.740843 , 0
8 , 86.021263 , 33.787724 , 0
9 , 76.315666 , 37.098660 , 0
10 , 52.057827 , 21.853775 , 0
11 , 50.472626 , 10.636860 , 0
12 , 38.773129 , 10.768732 , 0
13 , 35.778355 , 11.652906 , 0
14 , 37.826267 , 20.522999 , 0
15 , 31.955023 , 17.003508 , 0
16 , 34.184807 , 19.844444 , 0
17 , 46.004791 , 24.555984 , 0
18 , 43.650375 , 22.608025 , 0
19 , 36.120758 , 17.137373 , 0
20 , 37.605286 , 20.885542 , 0
21 , 38.935398 , 23.926363 , 0
22 , 36.828526 , 21.187702 , 0
23 , 50.093216 , 19.784721 , 0
24 , 70.326271 , 23.671869 , 0
25 , 84.469368 , 28.030720 , 0
26 , 61.452816 , 26.789078 , 0
27 , 47.561813 , 18.749411 , 0
28 , 32.816414 , 17.192261 , 0
29 , 57.277950 , 18.947897 , 0
30 , 62.552364 , 21.137722 , 0
31 , 57.051281 , 25.124771 , 0
32 , 53.083576 , 22.662823 , 0
33 , 49.893513 , 19.910942 , 0
34 , 47.339676 , 22.071449 , 0
35 , 42.716541 , 21.000837 , 0
36 , 35.835373 , 18.434786 , 0
37 , 34.552952 , 18.268879 , 0
38 , 36.222179 , 13.788656 , 0
39 , 34.715641 , 15.858112 , 0
40 , 39.865227 , 20.041945 , 0
41 , 36.755314 , 19.156147 , 0
42 , 26.718100 , 9.427524 , 0
43 , 42.288380 , 9.957682 , 0
44 , 35.157070 , 11.813556 , 0
45 , 36.615681 , 17.166098 , 0
46 , 54.198040 , 18.737537 , 0
47 , 56.860653 , 20.811443 , 0
48 , 54.734646 , 22.539898 , 0
49 , 66.555840 , 23.949152 , 0
50 , 65.703560 , 24.952288 , 0
51 , 68.262787 , 28.472525 , 0
52 , 70.672600 , 27.587984 , 0
53 , 61.187634 , 28.387518 , 0
54 , 68.118080 , 33.201900 , 0
55 , 66.845436 , 30.751032 , 0
56 , 72.016670 , 39.807297 , 0
57 , 71.686363 , 41.528946 , 0
58 , 68.039528 , 38.113514 , 0
59 , 70.600441 , 40.261044 , 0
60 , 74.118469 , 41.384663 , 0
61 , 59.382992 , 40.372650 , 0
62 , 54.244339 , 38.241199 , 0
63 , 60.383457 , 37.045559 , 0
64 , 47.935390 , 28.213867 , 0
65 , 34.990551 , 19.415956 , 0
66 , 47.273041 , 14.983349 , 0
67 , 37.957054 , 9.926817 , 0
68 , 28.565439 , 12.382995 , 0
69 , 29.869093 , 12.270902 , 0
70 , 21.065229 , 10.604485 , 0
71 , 16.018930 , 8.656672 , 0
72 , 11.482484 , 6.651396 , 0
73 , 51.277760 , 7.370184 , 0
74 , 72.812889 , 9.487775 , 0
75 , 91.990814 , 16.347641 , 0
76 , 89.389290 , 24.815012 , 0
77 , 88.449097 , 32.580158 , 0
78 , 85.612152 , 35.023510 , 0
79 , 92.245049 , 39.286652 , 0
80 , 89.723267 , 40.575733 , 0
81 , 93.120239 , 40.780903 , 0
82 , 91.846680 , 45.489166 , 0
83 , 89.774536 , 46.811234 , 0
84 , 88.947121 , 34.247501 , 0
85 , 95.381126 , 25.773155 , 0
86 , 94.782898 , 35.843536 , 0
87 , 96.394157 , 38.517460 , 0
88 , 96.842316 , 34.616276 , 0
89 , 95.296913 , 36.356590 , 0
